codigo,titulo,autor,ano,genero,disponivel
L01537,Hot Six,Janet Evanovich,2000,Detetive,sim
L01538,Raven Black,Ann Cleeves,2006,Detetive,sim
L01539,The Stepsister,Robert Lawrence Stine,1990,Detetive,sim
L01540,Dead Men's Money,Joseph Smith Fletcher,1920,Detetive,sim
L01541,"Miss Marple, the complete short stories",Agatha Christie,1985,Detetive,nao
L01542,Vengeance in Death,Nora Roberts,1997,Detetive,sim
L01543,The Daughter of Time,Josephine Tey,1951,Detetive,sim
L01544,Hickory Dickory Death,Agatha Christie,1952,Detetive,sim
L01545,Tripwire,Lee Child,1999,Detetive,sim
L01546,In the Woods,Tana French,2001,Detetive,nao
L01547,Rules of Prey (Lucas Davenport Mysteries),John Sandford,1989,Detetive,sim
L01548,61 hours,Lee Child,2010,Detetive,sim
L01549,The enemy,Lee Child,2004,Detetive,sim
L01550,The Mystery of the Stuttering Parrot,Robert Arthur,1964,Detetive,sim
L01551,Parker Pyne Investigates,Agatha Christie,1933,Detetive,nao
L01552,High Five (A Stephanie Plum Novel),Janet Evanovich,1999,Detetive,nao
L01553,The Bat,Mary Roberts Rinehart,1926,Detetive,sim
L01554,Tell No One,Harlan Coben,2000,Detetive,sim
L01555,Jack & Jill,James Patterson,1714,Detetive,sim
L01556,The Hard Way,Lee Child,2006,Detetive,nao
L01557,Blind Date,Robert Lawrence Stine,1986,Detetive,sim
L01558,Murder Must Advertise,Dorothy L. Sayers,1933,Detetive,sim
L01559,Bury Me Deep,Christopher Pike,1991,Detetive,sim
L01560,Strong Poison,Dorothy L. Sayers,1930,Detetive,sim
L01561,The case of the velvet claws,Erle Stanley Gardner,1933,Detetive,nao
L01562,The house of the four winds,John Buchan,1935,Detetive,sim
L01563,Seven Up,Janet Evanovich,2001,Detetive,nao
L01564,Le dossier no. 113,Émile Gaboriau,1868,Detetive,sim
L01565,Psychology,Carole Wade,1987,Detetive,sim
L01566,The Adventure of the Christmas Pudding,Agatha Christie,1960,Detetive,nao
L01567,One Shot,Lee Child,2005,Detetive,sim
L01568,Nancy's Mysterious Letter,Carolyn Keene,1932,Detetive,sim
L01569,Ceremony in Death,Nora Roberts,1997,Detetive,sim
L01570,L'affaire Lerouge,Émile Gaboriau,1800,Detetive,sim
L01571,Passenger to Frankfurt,Agatha Christie,1970,Detetive,nao
L01572,The Nine Tailors,Dorothy L. Sayers,1934,Detetive,sim
L01573,The golden goblet,Eloise Jarvis McGraw,1961,Detetive,sim
L01574,Fear Street - Into The Dark,Robert Lawrence Stine,1997,Detetive,nao
L01575,Cruel & Unusual,Patricia Cornwell,1993,Detetive,sim
L01576,Bad Luck and Trouble,Lee Child,1984,Detetive,nao
L01577,A Man Lay Dead,Ngaio Marsh,1934,Detetive,sim
L01578,Beekeeper's Apprentice,Laurie R. King,1994,Detetive,sim
L01579,From Potter's Field,Patricia Cornwell,1995,Detetive,sim
L01580,4th of July,James Patterson,1947,Detetive,sim
L01581,2nd Chance,James Patterson,2002,Detetive,nao
L01582,Never Go Back,Lee Child,2013,Detetive,sim
L01583,Persuader,Lee Child,2003,Detetive,sim
L01584,Murder in the Mews,Agatha Christie,1955,Detetive,sim
L01585,The Hollow Boy,Jonathan Stroud,2015,Detetive,nao
L01586,The House on Hackman's Hill,Joan Lowery Nixon,1985,Detetive,nao
L01587,Die Trying,Lee Child,1998,Detetive,sim
L01588,Blood Rites,Jim Butcher,2004,Detetive,sim
L01589,Three to Get Deadly,Janet Evanovich,1997,Detetive,sim
L01590,The Mystery of the Green Ghost,Robert Arthur,1965,Detetive,sim
L01591,An Unsuitable Job for a Woman,P. D. James,1972,Detetive,nao
L01592,Red Dragon,Thomas Harris,1981,Detetive,sim
L01593,Saving the Devil,Sophie Weston,1994,Detetive,sim
L01594,The unexpected guest,Agatha Christie,1958,Detetive,sim
L01595,The Terror,Arthur Machen,1917,Detetive,sim
L01596,The Red Thumb Mark,R. Austin Freeman,1907,Detetive,nao
L01597,Partners in Crime,Agatha Christie,1929,Detetive,sim
L01598,Body of Evidence,Patricia Cornwell,1990,Detetive,sim
L01599,Spy the lie,Philip Houston,2012,Detetive,sim
L01600,The clue of the velvet mask,Carolyn Keene,1953,Detetive,sim
L01601,Me Talk Pretty One Day,David Sedaris,2000,Humor,nao
L01602,The Devil's Dictionary,Ambrose Bierce,1840,Humor,sim
L01603,Dress Your Family in Corduroy and Denim,David Sedaris,2004,Humor,sim
L01604,Three Men in a Boat (to say nothing of the dog),Jerome Klapka Jérôme,1889,Humor,sim
L01605,Idle Thoughts of an Idle Fellow,Jerome Klapka Jérôme,1880,Humor,sim
L01606,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",Judith Viorst,1972,Humor,nao
L01607,Attack of the Deranged Mutant Killer Monster Snow Goons,Bill Watterson,1992,Humor,nao
L01608,Five Point Someone,Chetan Bhagat,2004,Humor,sim
L01609,Raising Steam,Terry Pratchett,2013,Humor,sim
L01610,Diary of a Wimpy Kid,Jeff Kinney,2007,Humor,sim
L01611,Infinite Jest,David Foster Wallace,1996,Humor,nao
L01612,"Novels (Hitch Hiker's Guide to the Galaxy / Restaurant at the End of the Universe / Life, the Universe and Everything / So Long, and Thanks for All the Fish)",Douglas Adams,1979,Humor,sim
L01613,Reaper Man,Terry Pratchett,1991,Humor,sim
L01614,The Ersatz Elevator,Lemony Snicket,2001,Humor,sim
L01615,Freckle Juice,Judy Blume,1971,Humor,sim
L01616,Maskerade,Terry Pratchett,1995,Humor,nao
L01617,The Cheat Sheet,Sarah Adams,2021,Humor,sim
L01618,Thief of Time,Terry Pratchett,2001,Humor,nao
L01619,Soul Music,Terry Pratchett,1994,Humor,sim
L01620,Poor Charlie's Almanack,Charles T. Munger,2005,Humor,sim
L01621,Bunny,Mona Awad,2019,Humor,nao
L01622,When You Are Engulfed in Flames,David Sedaris,2007,Humor,sim
L01623,Dork Diaries,Rachel Renée Russell,2009,Humor,sim
L01624,Motel of the mysteries,David Macaulay,1979,Humor,sim
L01625,1066 and All That,Walter Carruthers Sellar,1930,Humor,sim
L01626,"Is sex necessary?, or, why you always feel the way you do",James Thurber,1929,Humor,nao
L01627,Tales of a Fourth Grade Nothing,Judy Blume,1972,Humor,sim
L01628,The Zombie Survival Guide,Max Brooks,2003,Humor,sim
L01629,Die 13 ½ Leben des Käpt’n Blaubär,Walter Moers,1998,Humor,nao
L01630,A supposedly fun thing I'll never do again,David Foster Wallace,1997,Humor,sim
L01631,Making Money,Terry Pratchett,2007,Humor,nao
L01632,Holidays on Ice,David Sedaris,1997,Humor,sim
L01633,Night Watch,Terry Pratchett,2002,Humor,sim
L01634,"Teach Us, Amelia Bedelia",Peggy Parish,1977,Humor,sim
L01635,Dog Days,Jeff Kinney,2007,Humor,sim
L01636,In the Beginning...Was the Command Line,Neal Stephenson,1999,Humor,nao
L01637,The Calvin and Hobbes tenth anniversary book,Bill Watterson,1989,Humor,sim
L01638,Let's Explore Diabetes with Owls,David Sedaris,1960,Humor,sim
L01639,The Miserable Mill,Lemony Snicket,2000,Humor,sim
L01640,Another roadside attraction,Tom Robbins,1971,Humor,nao
L01641,Can You Keep A Secret?,Sophie Kinsella,2003,Humor,nao
L01642,Ella Minnow Pea,Mark Dunn,2001,Humor,sim
L01643,The Last Continent,Terry Pratchett,1998,Humor,sim
L01644,Мастер и Маргарита,Михаил Афанасьевич Булгаков,1966,Humor,sim
L01645,Bridget Jones's Diary,Helen Fielding,1996,Humor,sim
L01646,xkcd,Randall Munroe,2009,Humor,nao
L01647,The Long Haul,Jeff Kinney,2014,Humor,sim
L01648,Creepy Susie,Angus Oblong,1999,Humor,sim
L01649,America (the book),Jon Stewart,2004,Humor,sim
L01650,John Dies at the End,David Wong,2007,Humor,sim
L01651,Chocolate Fever,Robert Kimmel Smith,1972,Humor,nao
L01652,Charlie and the Great Glass Elevator,Roald Dahl,1972,Humor,sim
L01653,The Wide Window,Lemony Snicket,2000,Humor,sim
L01654,Isaac Asimov's treasury of humor,Isaac Asimov,1971,Humor,sim
L01655,The Colour of Magic,Terry Pratchett,1983,Humor,sim
L01656,Men at Arms,Terry Pratchett,1993,Humor,nao
L01657,The Amazing Maurice and His Educated Rodents,Terry Pratchett,2001,Humor,sim
L01658,The Indispensable Calvin and Hobbes,Bill Watterson,1992,Humor,sim
L01659,La Guia Facil del Sexo for Dummies,Ruth K. Westheimer,1995,Humor,sim
L01660,Snuff,Terry Pratchett,2011,Humor,sim
L01661,Position of the day,Emma Taylor,2003,Humor,nao
L01662,Big Nate flips out,Lincoln Peirce,2013,Humor,nao
L01663,The Growing Pains of Adrian Mole,Sue Townsend,1984,Humor,sim
L01664,The Last Kids on Earth,Max Brallie,2015,Humor,sim
L01665,The Gospel of the Flying Spaghetti Monster,Bobby Henderson,2006,Humor,sim
L01666,The Long Dark Tea-Time of the Soul,Douglas Adams,1988,Humor,nao
L01667,Barrel Fever,David Sedaris,1994,Humor,sim
L01668,Squirrel Seeks Chipmunk,David Sedaris,2010,Humor,sim
L01669,Headlong Hall,Thomas Love Peacock,1816,Humor,sim
L01670,"Right Ho, Jeeves",P. G. Wodehouse,1934,Humor,sim
L01671,"Thank You, Amelia Bedelia",Peggy Parish,1964,Humor,nao
L01672,The Bad Beginning,Lemony Snicket,1999,Humor,sim
L01673,Don't Let the Pigeon Drive the Bus!,Mo Willems,2003,Humor,nao
L01674,All My Friends Are Dead,Avery Monsen,2010,Humor,sim
L01675,Uno siempre cambia al amor de su vida,Amalia Andrade Arango,2013,Humor,sim
L01676,Thud!,Terry Pratchett,2005,Humor,nao
L01677,How to Date Men When You Hate Men,Blythe Roberson,2019,Humor,sim
L01678,Hyperbole and a Half,Allie Brosh,1900,Humor,sim
L01679,The Deeper Meaning of Liff,Douglas Adams,1990,Humor,sim
L01680,Big Nate - Payback Time!,Lincoln Pierce,2014,Humor,sim
L01681,The Far Side Gallery 5,Gary Larson,1982,Humor,nao
L01682,Choke,Chuck Palahniuk,2001,Humor,sim
L01683,Herland,Charlotte Perkins Gilman,1915,Humor,sim
L01684,The End,Lemony Snicket,2006,Humor,nao
L01685,The Fifth Elephant,Terry Pratchett,1999,Humor,sim
L01686,Brain Droppings,George Carlin,1997,Humor,nao
L01687,En man som heter Ove,Fredrik Backman,2012,Humor,sim
L01688,Cloudy with a chance of meatballs,Judi Barrett,1978,Humor,sim
L01689,"Dance first, think later",Kathryn Petras,2011,Humor,sim
L01690,Cat's Cradle,Kurt Vonnegut,1963,Humor,sim
L01691,Witz und seine Beziehung zum Unbewussten,Sigmund Freud,1916,Humor,nao
L01692,The Diary of a Nobody,George Grossmith,1921,Humor,sim
L01693,"Ramona Quimby, Age 8",Beverly Cleary,1981,Humor,sim
L01694,The Robber Bride,Margaret Atwood,1993,Humor,sim
L01695,"Carry On, Jeeves",P. G. Wodehouse,1925,Humor,nao
L01696,Mostly Harmless,Douglas Adams,1991,Humor,nao
L01697,Literary Lapses [42 Stories],Stephen Leacock,1900,Humor,sim
L01698,Le petit Nicolas,Jean-Jacques Sempé,1960,Humor,sim
L01699,I Capture the Castle,Dodie Smith,1948,Humor,sim
L01700,A Confederacy of Dunces,John Kennedy Toole,1980,Humor,sim
L01701,Delta of Venus,Anaïs Nin,1969,Contos,nao
L01702,The Bazaar of Bad Dreams,Stephen King,2015,Contos,sim
L01703,Welcome to the Monkey House,Kurt Vonnegut,1950,Contos,sim
L01704,Nine Stories,J. D. Salinger,1948,Contos,sim
L01705,What We Talk About When We Talk About Love,Raymond Carver,1981,Contos,sim
L01706,Runaway,Alice Munro,2004,Contos,nao
L01707,Bestiario,Julio Cortázar,1951,Contos,sim
L01708,The King in Yellow,Robert W. Chambers,1895,Contos,sim
L01709,Белые ночи,Фёдор Михайлович Достоевский,1848,Contos,sim
L01710,The State of the Art,Iain Banks,1989,Contos,sim
L01711,Swords and Deviltry,Fritz Leiber,1970,Contos,nao
L01712,Tenth of December,George Saunders,2012,Contos,sim
L01713,Exhalation,Ted Chiang,2014,Contos,sim
L01714,Little Birds,Anaïs Nin,1979,Contos,sim
L01715,Sideways Stories from Wayside School,Louis Sachar,1978,Contos,sim
L01716,The Boss's Valentine,Lynne Graham,2008,Contos,nao
L01717,Just So Stories,Rudyard Kipling,1922,Contos,nao
L01718,Trial for Murder,Charles Dickens,2008,Contos,sim
L01719,The Wonderful Story of Henry Sugar and Six More,Roald Dahl,1977,Contos,sim
L01720,The October Country,Ray Bradbury,1955,Contos,sim
L01721,Men Without Women,Ernest Hemingway,1927,Contos,nao
L01722,A Regency Christmas Feast,Mary Balogh,1996,Contos,sim
L01723,Wag lang di makaraos,Eros S. Atalia,2011,Contos,sim
L01724,No One Belongs Here More Than You,Miranda July,2007,Contos,sim
L01725,Just After Sunset,Stephen King,2008,Contos,sim
L01726,"My father, Sun-Sun Johnson",C. Everard Palmer,1974,Contos,nao
L01727,Short stories,Franz Kafka,1946,Contos,sim
L01728,Bad behavior,Mary Gaitskill,1988,Contos,nao
L01729,Fragile Things,Neil Gaiman,2006,Contos,sim
L01730,Stories of Your Life and Others,Ted Chiang,2002,Contos,sim
L01731,Doce cuentos peregrinos,Gabriel García Márquez,1992,Contos,nao
L01732,Todos los fuegos el fuego,Julio Cortázar,1966,Contos,sim
L01733,"In a Dark, Dark Room and Other Scary Stories",Alvin Schwartz,1984,Contos,sim
L01734,Scary!,Peter Haining,1998,Contos,sim
L01735,Winter Dreams,F. Scott Fitzgerald,2004,Contos,sim
L01736,The Lottery,Shirley Jackson,1983,Contos,nao
L01737,A good man is hard to find,Flannery O'Connor,1955,Contos,sim
L01738,"Other Voices, Other Vistas",Barbara H. Solomon,1992,Contos,sim
L01739,Magic for beginners,Kelly Link,2005,Contos,nao
L01740,White Nights and other stories [7 stories],Фёдор Михайлович Достоевский,1848,Contos,sim
L01741,9 From the Nine Worlds,Rick Riordan,2018,Contos,nao
L01742,I Sing the Body Electric!,Ray Bradbury,1969,Contos,sim
L01743,El Aleph,Jorge Luis Borges,1949,Contos,sim
L01744,Cathedral,Raymond Carver,1983,Contos,sim
L01745,Tales to Give You Goosebumps,Robert Lawrence Stine,1994,Contos,sim
L01746,Blind to Love,Emma Goldrick,1988,Contos,nao
L01747,The Short Stories of Ernest Hemingway,Ernest Hemingway,1930,Contos,sim
L01748,50 great short stories,Milton Crane,1952,Contos,sim
L01749,"The Lottery, or The Adventures of James Harris",Shirley Jackson,1949,Contos,sim
L01750,Smoke and Mirrors,Neil Gaiman,1998,Contos,nao
L01751,Best Russian short stories,Thomas Seltzer,1917,Contos,nao
L01752,Drown,Junot Díaz,1996,Contos,sim
L01753,Los peligros de fumar en la cama,Mariana Enríquez,2009,Contos,sim
L01754,キッチン,吉本 ばなな,1988,Contos,sim
L01755,A Regency Christmas III,Mary Jo Putney,1991,Contos,sim
L01756,The Happy Prince and other tales,Oscar Wilde,1888,Contos,nao
L01757,The Thing Around Your Neck,Chimamanda Ngozi Adichie,2009,Contos,sim
L01758,Final del juego,Julio Cortázar,1956,Contos,sim
L01759,Tales from Earthsea,Ursula K. Le Guin,2001,Contos,sim
L01760,Switch Bitch,Roald Dahl,1974,Contos,sim
L01761,A Quiver Full of Arrows,Jeffrey Archer,1980,Contos,nao
L01762,The Wind's Twelve Quarters,Ursula K. Le Guin,1975,Contos,sim
L01763,Stories,Neil Gaiman,2010,Contos,sim
L01764,The Things They Carried,Tim O'Brien,1990,Contos,sim
L01765,El Arroyo De LA Llorona,Sandra Cisneros,1991,Contos,sim
L01766,A Regency Christmas,Copyright Paperback Collection (Library of Congress),1993,Contos,nao
L01767,Homesick For Another World,Ottessa Moshfegh,2017,Contos,sim
L01768,Children of the Frost,Jack London,1800,Contos,sim
L01769,No sweetness here and other stories,Ama Ata Aidoo,1970,Contos,sim
L01770,The Cricket on the Hearth,Charles Dickens,1846,Contos,sim
L01771,Ficciones,Jorge Luis Borges,1945,Contos,nao
L01772,Las cosas que perdimos en el fuego,Mariana Enríquez,2016,Contos,nao
L01773,20th Century Ghosts,Joe Hill,2007,Contos,sim
L01774,Points of View,James Moffett,1960,Contos,sim
L01775,Twice-Told Tales,Nathaniel Hawthorne,1800,Contos,sim
L01776,The Lonely Voice,Frank O'Connor,1963,Contos,nao
L01777,Interpreter of Maladies,Jhumpa Lahiri,1999,Contos,sim
L01778,The Pit and the Pendulum,Edgar Allan Poe,1907,Contos,sim
L01779,Ford County,John Grisham,2009,Contos,sim
L01780,Tales of space and time,H. G. Wells,1899,Contos,sim
L01781,めくらやなぎと眠る女,村上春樹,2006,Contos,nao
L01782,South Sea Tales,Jack London,1911,Contos,sim
L01783,A Place So Foreign and 8 More,Cory Doctorow,2003,Contos,nao
L01784,A Gift of love,Jude Deveraux,1995,Contos,sim
L01785,Oblivion,David Foster Wallace,2004,Contos,sim
L01786,HOUSE OF HUNGER,Dambudzo Marechera,1978,Contos,nao
L01787,Nightmares & Dreamscapes,Stephen King,1993,Contos,sim
L01788,L'exil et le royaume,Albert Camus,1951,Contos,sim
L01789,Scary stories to tell in the dark,Alvin Schwartz,1981,Contos,sim
L01790,Upon A Midnight Clear,Mariah Stewart,1997,Contos,sim
L01791,Franny and Zooey,J. D. Salinger,1961,Contos,nao
L01792,Trigger Warning,Neil Gaiman,2001,Contos,sim
L01793,Minority Report,Philip K. Dick,1998,Contos,sim
L01794,Brief Interviews With Hideous Men,David Foster Wallace,1999,Contos,nao
L01795,The  stories of John Cheever,John Cheever,1978,Contos,sim
L01796,M Is for Magic,Neil Gaiman,2001,Contos,nao
L01797,Wilderness Tips,Margaret Atwood,1991,Contos,sim
L01798,"Encyclopedia Brown, Boy Detective",Donald J. Sobol,1963,Contos,sim
L01799,The Snows of Kilimanjaro and Other Stories,Ernest Hemingway,1927,Contos,sim
L01800,Her Body and Other Parties,Carmen Maria Machado,2017,Contos,sim
L01801,Hello world,Hannah Fry,2018,Tecnologia,nao
L01802,Digital Minimalism,Cal Newport,2019,Tecnologia,sim
L01803,The Circle,Dave Eggers,2013,Tecnologia,sim
L01804,All Tomorrow's Parties,William Gibson,1999,Tecnologia,sim
L01805,Transactions on Engineering Technologies,Sio-Iong Ao,2013,Tecnologia,nao
L01806,Crossing the Chasm,Geoffrey A. Moore,1991,Tecnologia,nao
L01807,Small Is Beautiful,E. F. Schumacher,1905,Tecnologia,sim
L01808,Zodiac,Neal Stephenson,1988,Tecnologia,sim
L01809,Industrial Society and Its Future,Theodore Kaczynski,1995,Tecnologia,sim
L01810,The Book,Hungry Minds,2022,Tecnologia,sim
L01811,Profiles of the future,Arthur C. Clarke,1962,Tecnologia,nao
L01812,What technology wants,Kevin Kelly,2010,Tecnologia,sim
L01813,Life 3.0,Max Tegmark,2017,Tecnologia,sim
L01814,Inspired,Marty Cagan,2008,Tecnologia,sim
L01815,Red Storm Rising,Tom Clancy,1983,Tecnologia,sim
L01816,Techno-Feudalism,Yanis Varoufakis,2023,Tecnologia,nao
L01817,The Innovators,Walter Isaacson,2014,Tecnologia,sim
L01818,Computer Concepts and Management Information Systems,C. P. Gupta,2020,Tecnologia,sim
L01819,How to Do Nothing,Jenny Odell,2019,Tecnologia,sim
L01820,Connections,"Burke, James",1978,Tecnologia,sim
L01821,The nature and properties of soils,Nyle C. Brady,1974,Tecnologia,nao
L01822,Human Anatomy,Elaine Nicpon Marieb,1992,Tecnologia,sim
L01823,"CGEIT Review Manual, 8th Edition",Isaca,2020,Tecnologia,sim
L01824,Teaching and learning with technology,Judy Lever-Duffy,2002,Tecnologia,sim
L01825,The Future Is Faster Than You Think,Peter H. Diamandis,2020,Tecnologia,sim
L01826,"La era de la información, Vol. 1",Manuel Castells,1996,Tecnologia,nao
L01827,Timeline,Michael Crichton,1999,Tecnologia,nao
L01828,Packaging design,Marianne R. Klimchuk,2006,Tecnologia,sim
L01829,The processes of technological innovation,Louis G. Tornatzky,1990,Tecnologia,sim
L01830,Machine design,Aaron D. Deutschman,1975,Tecnologia,sim
L01831,Introduction to Fluid Power,James L Johnson,2001,Tecnologia,nao
L01832,Indistractable,Nir Eyal,2019,Tecnologia,sim
L01833,"Science, technology, and society",Robert E. McGinn,1991,Tecnologia,sim
L01834,Computer Confluence,George Beekman,1997,Tecnologia,sim
L01835,Demon Seed,Dean Koontz,1973,Tecnologia,sim
L01836,Who Owns the Future?,Jaron Lanier,2013,Tecnologia,nao
L01837,"Post harvest technology of cereals, pulses and oilseeds",Amalendu Chakraverty,1988,Tecnologia,sim
L01838,Novacene,James Lovelock,2019,Tecnologia,nao
L01839,Rainbow six,Tom Clancy,1998,Tecnologia,sim
L01840,Nexus,Yuval Noah Harari,2024,Tecnologia,sim
L01841,Bad Blood,John Carreyrou,2018,Tecnologia,nao
L01842,Grunch of giants,R. Buckminster Fuller,1983,Tecnologia,sim
L01843,"Fall; or, Dodge in Hell",Neal Stephenson,2019,Tecnologia,sim
L01844,Jejak pemikiran B.J. Habibie,B. J. Habibie,2010,Tecnologia,sim
L01845,Abundance,Peter H. Diamandis,2012,Tecnologia,sim
L01846,The Technological Society,Jacques Ellul,1964,Tecnologia,nao
L01847,Managing engineering and technology,Lucy Morse,2006,Tecnologia,sim
L01848,"Engineering Mechanics, Statics & Dynamics",R. C. Hibbeler,1974,Tecnologia,sim
L01849,The Day the Universe Changed,"Burke, James",1985,Tecnologia,nao
L01850,Toyota Production System,Taiichi Ohno,1988,Tecnologia,sim
L01851,Digital Electronics,William Kleitz,1987,Tecnologia,nao
L01852,Rise of the Robots,Martin Ford,1708,Tecnologia,sim
L01853,The Way Things Work,David Macaulay,1988,Tecnologia,sim
L01854,Soonish,Kelly Weinersmith,2017,Tecnologia,sim
L01855,Power hydraulics,Michael J. Pinches,1988,Tecnologia,sim
L01856,Ignited Minds,A. P. J. Abdul Kalam,2012,Tecnologia,nao
L01857,The Right Stuff,Tom Wolfe,1979,Tecnologia,sim
L01858,Technopoly,Neil Postman,1992,Tecnologia,sim
L01859,The Knowledge,Lewis Dartnell,2014,Tecnologia,sim
L01860,Building a Second Brain,Tiago Forte,2022,Tecnologia,nao
L01861,The Gutenberg Galaxy,Marshall McLuhan,1962,Tecnologia,nao
L01862,Scientific and technical translation explained,Jody Byrne,2012,Tecnologia,sim
L01863,Book of CODESYS,Gary Pratt,2021,Tecnologia,sim
L01864,The real world of technology,Ursula M. Franklin,1990,Tecnologia,sim
L01865,Inviting Disaster,James R. Chiles,2001,Tecnologia,sim
L01866,The fourth industrial revolution,Klaus Schwab,2017,Tecnologia,nao
L01867,ICT,Chris Abbott,2000,Tecnologia,sim
L01868,Soil mechanics,R. F. Craig,1978,Tecnologia,sim
L01869,Fluid mechanics,Pijush K. Kundu,1990,Tecnologia,sim
L01870,How to Invent Everything: A Survival Guide for the Stranded Time Traveler,Ryan North,1999,Tecnologia,sim
L01871,Wastewater treatment plants,Syed R. Qasim,1985,Tecnologia,nao
L01872,Engines that move markets,Alasdair G. M. Nairn,2002,Tecnologia,sim
L01873,Democratizing innovation,Eric von Hippel,2005,Tecnologia,sim
L01874,Networking for dummies,Doug Lowe,1994,Tecnologia,sim
L01875,Understanding automotive electronics,William B. Ribbens,1982,Tecnologia,sim
L01876,Stellar origins human ways,Genejane M. Adarlo,2011,Tecnologia,nao
L01877,Extreme Privacy,Michael Bazzell,2019,Tecnologia,sim
L01878,You are not a gadget,Jaron Lanier,2010,Tecnologia,sim
L01879,"ITIL Foundation, ITIL",The Stationery Office,2020,Tecnologia,sim
L01880,Sensory evaluation techniques,Morten Meilgaard,1987,Tecnologia,sim
L01881,Introduction to electric circuits,Herbert W. Jackson,1959,Tecnologia,nao
L01882,Design Is a Job,Mike Monteiro,2012,Tecnologia,nao
L01883,Mixing Engineer's Handbook - 5th Edition,Bobby Owsinski,2022,Tecnologia,sim
L01884,Plastics materials,J. A. Brydson,1966,Tecnologia,sim
L01885,Digital electronics,James Bignell,1985,Tecnologia,sim
L01886,Only the paranoid survive,Andrew S. Grove,1996,Tecnologia,nao
L01887,Information Technology for Management,Efraim Turban,2002,Tecnologia,sim
L01888,Fluid power with applications,Anthony Esposito,1980,Tecnologia,sim
L01889,Engineering tribology,G. W. Stachowiak,1993,Tecnologia,sim
L01890,Medical laboratory technology,Matthew J. Lynch,1963,Tecnologia,sim
L01891,The existential pleasures of engineering,Samuel C. Florman,1975,Tecnologia,nao
L01892,Modern Engineering Mathematics,Glyn James,1920,Tecnologia,sim
L01893,A history of technology,Charles Joseph Singer,1954,Tecnologia,nao
L01894,House of Stairs,William Sleator,1974,Tecnologia,sim
L01895,The pentagon of power,Lewis Mumford,1970,Tecnologia,sim
L01896,New Dark Age,James Bridle,2018,Tecnologia,nao
L01897,Understanding Media,Marshall McLuhan,1964,Tecnologia,sim
L01898,I seem to be a verb,R. Buckminster Fuller,1970,Tecnologia,sim
L01899,Technically Wrong,Sara Wachter-Boettcher,2017,Tecnologia,sim
L01900,Agency,William Gibson,2020,Tecnologia,sim
L01901,Biology,Neil Alexander Campbell,1987,Ciencia,nao
L01902,Microbiology,Gerard J. Tortora,1982,Ciencia,sim
L01903,What If?,Randall Munroe,1980,Ciencia,sim
L01904,Astrophysics for People in a Hurry,Neil deGrasse Tyson,2017,Ciencia,nao
L01905,The Demon-Haunted World,Carl Sagan,1995,Ciencia,sim
L01906,Brief Answers to the Big Questions,Stephen Hawking,2014,Ciencia,nao
L01907,Principles of Anatomy and Physiology,Gerard J. Tortora,1975,Ciencia,sim
L01908,Shards of Honor,Lois McMaster Bujold,1986,Ciencia,sim
L01909,Discrete Mathematics with Applications,Susanna S. Epp,1990,Ciencia,sim
L01910,Geography,Harm J. de Blij,1971,Ciencia,sim
L01911,Kongres futurologiczny,Stanisław Lem,1974,Ciencia,nao
L01912,The Gods Themselves,Isaac Asimov,1972,Ciencia,sim
L01913,International Review of Cell and Molecular Biology,Kwang W. Jeon,2008,Ciencia,sim
L01914,The Science Fiction Hall of Fame -- Volume One,Robert Silverberg,1970,Ciencia,sim
L01915,Why We Sleep,Matthew P. Walker,2017,Ciencia,nao
L01916,A Briefer History of Time,Stephen Hawking,2005,Ciencia,nao
L01917,Cosmos,Carl Sagan,1980,Ciencia,sim
L01918,Protector,Larry Niven,1973,Ciencia,sim
L01919,The player of games,Iain Banks,1988,Ciencia,sim
L01920,Broken Angels,Richard K. Morgan,2003,Ciencia,sim
L01921,Diaspora,Greg Egan,1997,Ciencia,nao
L01922,Green Mars,Kim Stanley Robinson,1993,Ciencia,sim
L01923,On Basilisk Station,David Weber,1993,Ciencia,sim
L01924,A Brief History of Time,Stephen Hawking,1988,Ciencia,sim
L01925,Billions and billions,Carl Sagan,1997,Ciencia,sim
L01926,The Last Question,Isaac Asimov,2007,Ciencia,nao
L01927,Three by Heinlein,Robert A. Heinlein,1951,Ciencia,sim
L01928,Tiamat's Wrath,James S. A. Corey,2018,Ciencia,sim
L01929,Assignment in Eternity,Robert A. Heinlein,1953,Ciencia,sim
L01930,Leviathan,Thomas Hobbes,1651,Ciencia,sim
L01931,2061,Arthur C. Clarke,1987,Ciencia,nao
L01932,Blood Music,Greg Bear,1985,Ciencia,sim
L01933,Excession,Iain Banks,1996,Ciencia,sim
L01934,"Flow my tears, the policeman said",Philip K. Dick,1974,Ciencia,sim
L01935,The cat who walks through walls,Robert A. Heinlein,1985,Ciencia,sim
L01936,La planète des singes,Pierre Boulle,1963,Ciencia,nao
L01937,Valis,Philip K. Dick,1981,Ciencia,nao
L01938,World of Ptavvs,Larry Niven,1966,Ciencia,sim
L01939,The forge of God,Greg Bear,1987,Ciencia,sim
L01940,The Demolished Man,Alfred Bester,1951,Ciencia,sim
L01941,The integral trees,Larry Niven,1983,Ciencia,nao
L01942,Research Design,John W. Creswell,1994,Ciencia,sim
L01943,On the Beach,Nevil Shute,1957,Ciencia,sim
